"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1840541045328908393","Sun Sep 29 23:55:55 +0000 2024","7","Mereka Refly Din S dkk yg kalah Pilpres hobi bikin rapat gelap provokasi adu domba sesama anak bangsa membuat kegaduhan memperpanjang permusuhan di negeri ini. @EdySularno96489 @agent_pin @H1m4_W4r1 @marpaung913 @EdySularno96489 @Aslipriok1973 @j6rt9gw2hd @sumpahlusampah","1840541045328908393","","","in","Jakarta Capital Region, Indone","1","1","1","https://x.com/cagubnyinyir2/status/1840541045328908393","1013331201396912128","cagubnyinyir2"
"1839882957927981538","Sun Sep 29 23:51:29 +0000 2024","0","@DewiDearta @ERaksasa @itsquaileggs @ainunnajib @aniesbaswedan Saya ga suka sama pendukung waktu pilpres yg over merehkan merendahkan dan menghina...eh pak Anies ikutan pendukungnya yg bikin keok..klu masih didukung model pendukung pilpres kemarin pak Anies mau mencalonkan RT sekalipun pasti keok","1840539930646421925","","DewiDearta","in","Indonesia tercinta","0","1","0","https://x.com/Raden_Mas_Budi/status/1840539930646421925","820978803891576835","Raden_Mas_Budi"
"1840539847309791386","Sun Sep 29 23:51:09 +0000 2024","6","Mereka Refly Din S dkk yg kalah Pilpres hobi bikin rapat provokasi adu domba sesama anak bangsa membuat kegaduhan memperpanjang permusuhan di negeri ini. @sukmawijaya91 @sukardiyahya162 @H4l1mun_D1n61n @Masdjodi1 @ferrykoto @MikailSetiawan @MikamiRambo @murphieku @g4b0ng0ku73","1840539847309791386","","","in","Jakarta Capital Region, Indone","0","1","3","https://x.com/cagubnyinyir2/status/1840539847309791386","1013331201396912128","cagubnyinyir2"
"1840287788236976291","Sun Sep 29 23:44:34 +0000 2024","0","@Ki_Nusantara99 @vitalongC_1 @bengkeldodo @jokowi @Lembayung071 @gustavssondhela @DakotaGeorgy @Alexemeru @Amet_81 @EdySularno96489 @Kimberley_PS08 @AndreasSolusi @mas_veel Bukan soal kalah menang pilpres kemarin BONG jangan ngalihin isuu skandal ekspor pasir kemang IKN calon mangkrak. Banyakin literasi Kalooo begoo nggak usah berisik #FufufafaAibNasional","1840538187107848255","","Ki_Cebong99","in","everywhere","0","0","0","https://x.com/ferdm300/status/1840538187107848255","84280965","ferdm300"
"1840294923645362291","Sun Sep 29 23:43:58 +0000 2024","1","@kompascom Pamor mulyono sdh pudar sejak cawe2 pilpres n intervensi MK demi politik dinasti Jd tau ketulusan selama ini cuma pencitraan n kemunafikan Rojo glembuk dilawan se endonesah tertifufufafa","1840538039879348620","","kompascom","in","Surabaya","0","0","0","https://x.com/DaddyAshari/status/1840538039879348620","798563634","DaddyAshari"
"1840223080943366334","Sun Sep 29 23:36:55 +0000 2024","1","@mulanbilqis Semoga Mesin Nganu tidak berjalan seperti Pilpres kemarin. Paham kan.","1840536265663578233","","mulanbilqis","in","Cilandak, Indonesia","0","1","0","https://x.com/Nov_174/status/1840536265663578233","970736194903420933","Nov_174"
"1839810725986087107","Sun Sep 29 23:34:42 +0000 2024","0","@nanath27 Prestasi Anies sekalipun dia gagal pilpres dan nyagub tp bs bikin banyak org2 macam kamu tantrum hingga akhir hayat.....","1840535707049427321","","nanath27","in","","0","0","0","https://x.com/abujibril/status/1840535707049427321","72155950","abujibril"
"1840532854968889840","Sun Sep 29 23:23:22 +0000 2024","0","Pilpres pileg ga ada yg minat n mau daftar jd kpps. Giliran besok pilkada bupati yg jauh lebih ringan tugasnya n honor lumayan daftar n pake koneksi sodara pdhl tim udah lengkap n ngumpul berkas. Kalo ada sampe anggota tim yg digeser tim bubar n mundur semua. Kebiasaan","1840532854968889840","","","in","Jogja - Indonesia","0","0","0","https://x.com/jaysansan/status/1840532854968889840","58421512","jaysansan"
"1839912783946887362","Sun Sep 29 23:23:17 +0000 2024","0","@dewiirawan13 10 thn dia menipu kita dgn gayanya yg sederhana tapi ternyata mulyono munafiknya luar biasa.kasus2 di MK dan pilpres harus disidang seadil2nya.","1840532831237554390","","dewiirawan13","in","Papua - Jakarta - Vancouver BC","0","0","0","https://x.com/djonnyrg/status/1840532831237554390","42871572","djonnyrg"
"1840245390274375988","Sun Sep 29 23:22:17 +0000 2024","6","@spesdelune Udah dari jaman pilpres gue benci banget sama si penjilat pantat Mulyono @ainunnajib","1840532579411431560","","spesdelune","in","","0","0","0","https://x.com/TERClPTA/status/1840532579411431560","1149709228744929280","TERClPTA"
"1840028865629983037","Sun Sep 29 23:10:02 +0000 2024","0","@MarchelAmb52434 @vvotanet Begini kalo misal ada event serupa kayak pemilihan ketua OSIS pilkada pilpres dan yang lain. Buat calon yang gajadi lu ngerasa gitu juga gak? Mereka capek bahkan sampe keluar duit buat kampanye kan. Inget ini SSK slot cuma 24 dan yg bertarung 51 member dan trainee jadi wajar","1840529497327878201","","MarchelAmb52434","in","","0","1","0","https://x.com/JoninyaZhask/status/1840529497327878201","1698135951565053952","JoninyaZhask"
"1838762518262747312","Sun Sep 29 23:02:30 +0000 2024","0","@yoghafoto @WBinar21240 @rosunWONG Sbnrnya di pilpres dukung 03 orang tuh harus bisa mnrima kenyataan bukan hujat sana hujat sini Tuhan gak tidur","1840527604740509709","","yoghafoto","in","Jakarta Capital Region","0","0","0","https://x.com/SuhaepiEep59147/status/1840527604740509709","1731348948173099008","SuhaepiEep59147"
"1840527430714638420","Sun Sep 29 23:01:49 +0000 2024","4","Dulu saya benci Pak Anies ketika jadi jubir promosikan JKW... Tapi kemarin pilpres coblos Pak Anis... Itulah hak demokrasi ...","1840527430714638420","","","in","Bandung","0","1","1","https://x.com/hepipurwana/status/1840527430714638420","201344280","hepipurwana"
"1840230387869724772","Sun Sep 29 23:01:35 +0000 2024","0","@BANGSAygSUJUD @prabowo @99propaganda @AlmaghribiS @Ber_uang08 @gtobing2903 @gustavssondhela @Kimberley_PS08 @mas_veel @florieliciouss @Ndons_Back @are_inismyname Gw bukan pendukung Pak PS di pilpres kemarin tapi gw hanya berharap Pak PS bisa memimpin Indonesia sprti Pak Harto..","1840527371637830107","","BANGSAygSUJUD","in","","0","0","0","https://x.com/frawzula/status/1840527371637830107","1089912073767665665","frawzula"
